S0,K,C_mkt,T,iv
672.88,561.0,9.16,0.6228,0.2426
672.88,562.0,10.07,0.6228,0.2418
672.88,563.0,9.56,0.6228,0.2411
672.88,564.0,9.91,0.6228,0.2401
672.88,565.0,9.99,0.6228,0.2395
672.88,566.0,10.67,0.6228,0.2388
672.88,567.0,12.1,0.6228,0.2379
672.88,568.0,10.16,0.6228,0.2373
672.88,569.0,12.44,0.6228,0.2365
672.88,570.0,11.96,0.6228,0.2358
672.88,571.0,9.95,0.6228,0.2351
672.88,572.0,10.69,0.6228,0.2345
672.88,573.0,13.72,0.6228,0.2338
672.88,574.0,13.84,0.6228,0.2329
672.88,575.0,11.03,0.6228,0.2322
672.88,576.0,16.22,0.6228,0.2313
672.88,577.0,12.76,0.6228,0.2301
672.88,578.0,10.79,0.6228,0.23
672.88,579.0,13.77,0.6228,0.2287
672.88,580.0,11.27,0.6228,0.2285
672.88,581.0,13.71,0.6228,0.2272
672.88,582.0,12.53,0.6228,0.2268
672.88,583.0,11.28,0.6228,0.2261
672.88,584.0,13.71,0.6228,0.2255
672.88,585.0,14.75,0.6228,0.2247
672.88,586.0,11.86,0.6228,0.224
672.88,587.0,11.68,0.6228,0.2234
672.88,588.0,12.51,0.6228,0.2227
672.88,589.0,14.18,0.6228,0.2213
672.88,590.0,12.82,0.6228,0.2212
672.88,591.0,12.02,0.6228,0.2204
672.88,592.0,13.52,0.6228,0.2197
672.88,593.0,15.61,0.6228,0.2189
672.88,594.0,13.57,0.6228,0.2183
672.88,595.0,15.28,0.6228,0.2175
672.88,596.0,12.65,0.6228,0.2168
672.88,597.0,13.09,0.6228,0.2157
672.88,598.0,13.89,0.6228,0.2151
672.88,599.0,16.56,0.6228,0.2145
672.88,600.0,16.2,0.6228,0.2135
672.88,601.0,16.71,0.6228,0.2128
672.88,602.0,13.48,0.6228,0.2122
672.88,603.0,18.47,0.6228,0.2113
672.88,604.0,13.87,0.6228,0.2107
672.88,605.0,14.46,0.6228,0.2101
672.88,606.0,16.68,0.6228,0.2092
672.88,607.0,15.34,0.6228,0.2084
672.88,608.0,15.17,0.6228,0.2077
672.88,609.0,15.35,0.6228,0.2068
672.88,610.0,18.0,0.6228,0.2061
672.88,611.0,17.0,0.6228,0.2054
672.88,612.0,15.83,0.6228,0.2047
672.88,613.0,15.84,0.6228,0.204
672.88,614.0,16.02,0.6228,0.2031
672.88,615.0,18.93,0.6228,0.2025
672.88,616.0,17.03,0.6228,0.2015
672.88,617.0,15.69,0.6228,0.2009
672.88,618.0,15.77,0.6228,0.2
672.88,619.0,20.0,0.6228,0.0156
672.88,620.0,20.54,0.6228,0.1984
672.88,621.0,19.98,0.6228,0.1976
672.88,622.0,22.15,0.6228,0.1969
672.88,623.0,18.31,0.6228,0.1961
672.88,624.0,25.8,0.6228,0.2006
672.88,625.0,17.76,0.6228,0.1946
672.88,626.0,17.0,0.6228,0.1939
672.88,627.0,19.01,0.6228,0.193
672.88,628.0,20.6,0.6228,0.1922
672.88,629.0,18.0,0.6228,0.1915
672.88,630.0,21.71,0.6228,0.1909
672.88,631.0,18.58,0.6228,0.1899
672.88,632.0,19.02,0.6228,0.189
672.88,633.0,19.59,0.6228,0.1884
672.88,634.0,24.58,0.6228,0.1876
672.88,635.0,23.22,0.6228,0.1869
672.88,636.0,21.21,0.6228,0.1859
672.88,637.0,23.37,0.6228,0.1852
672.88,638.0,19.55,0.6228,0.1843
672.88,639.0,26.02,0.6228,0.1836
672.88,640.0,24.12,0.6228,0.1827
672.88,641.0,24.24,0.6228,0.1819
672.88,642.0,22.96,0.6228,0.1814
672.88,643.0,22.98,0.6228,0.1803
672.88,644.0,21.45,0.6228,0.1796
672.88,645.0,25.1,0.6228,0.1787
672.88,650.0,27.76,0.6228,0.1747
672.88,655.0,29.16,0.6228,0.1707
672.88,660.0,32.03,0.6228,0.1664
672.88,665.0,32.28,0.6228,0.1626
672.88,670.0,32.14,0.6228,0.1586
672.88,675.0,37.77,0.6228,0.1546
672.88,680.0,40.44,0.6228,0.1503
672.88,685.0,37.98,0.6228,0.1467
672.88,690.0,42.28,0.6228,0.1422
672.88,695.0,38.33,0.6228,0.1385
672.88,700.0,50.51,0.6228,0.1349
672.88,705.0,46.0,0.6228,0.1311
672.88,710.0,54.06,0.6228,0.1272
672.88,715.0,46.28,0.6228,0.1231
672.88,720.0,62.72,0.6228,0.1194
672.88,725.0,64.35,0.6228,0.1162
672.88,730.0,61.49,0.6228,0.1121
672.88,735.0,61.25,0.6228,0.1097
672.88,740.0,70.22,0.6228,0.1065
672.88,750.0,75.77,0.6228,0.1123
672.88,755.0,81.51,0.6228,0.1118
672.88,770.0,95.86,0.6228,0.1184
672.88,780.0,104.13,0.6228,0.1261
672.88,800.0,123.23,0.6228,0.1422
672.88,525.0,10.73,0.842,0.2565
672.88,530.0,12.1,0.842,0.2532
672.88,535.0,12.47,0.842,0.25
672.88,540.0,12.27,0.842,0.2467
672.88,545.0,12.17,0.842,0.2435
672.88,550.0,13.85,0.842,0.2404
672.88,555.0,15.08,0.842,0.2372
672.88,560.0,12.85,0.842,0.2339
672.88,565.0,16.09,0.842,0.2308
672.88,570.0,17.09,0.842,0.2276
672.88,575.0,17.28,0.842,0.2244
672.88,580.0,18.1,0.842,0.2212
672.88,585.0,18.23,0.842,0.2179
672.88,590.0,20.2,0.842,0.2146
672.88,595.0,21.1,0.842,0.2113
672.88,600.0,20.45,0.842,0.2083
672.88,605.0,24.0,0.842,0.2049
672.88,610.0,23.51,0.842,0.2016
672.88,615.0,25.52,0.842,0.1982
672.88,620.0,24.63,0.842,0.1949
672.88,625.0,26.88,0.842,0.1915
672.88,630.0,27.9,0.842,0.1879
672.88,635.0,30.5,0.842,0.1844
672.88,640.0,31.35,0.842,0.1809
672.88,645.0,31.43,0.842,0.1774
672.88,650.0,34.37,0.842,0.1738
672.88,655.0,33.02,0.842,0.1702
672.88,660.0,37.75,0.842,0.1665
672.88,665.0,37.18,0.842,0.1631
672.88,670.0,38.84,0.842,0.1592
672.88,675.0,39.76,0.842,0.1555
672.88,680.0,41.48,0.842,0.1519
672.88,685.0,45.41,0.842,0.148
672.88,690.0,45.52,0.842,0.1444
672.88,695.0,46.84,0.842,0.1406
672.88,700.0,50.19,0.842,0.1369
672.88,705.0,54.09,0.842,0.1335
672.88,710.0,56.7,0.842,0.13
672.88,715.0,50.63,0.842,0.126
672.88,720.0,53.15,0.842,0.1226
672.88,725.0,63.21,0.842,0.1193
672.88,730.0,67.22,0.842,0.1154
672.88,735.0,75.08,0.842,0.1122
672.88,740.0,64.98,0.842,0.1089
672.88,745.0,69.96,0.842,0.1052
672.88,750.0,78.14,0.842,0.1017
672.88,755.0,92.68,0.842,0.0987
672.88,760.0,83.69,0.842,0.0921
672.88,765.0,83.24,0.842,0.1093
672.88,775.0,91.05,0.842,0.111
672.88,780.0,111.15,0.842,0.1205
672.88,800.0,112.9,0.842,0.1252
672.88,525.0,11.61,0.8748,0.255
672.88,530.0,12.46,0.8748,0.2517
672.88,535.0,11.99,0.8748,0.2485
672.88,540.0,13.42,0.8748,0.2454
672.88,545.0,13.38,0.8748,0.2422
672.88,550.0,13.92,0.8748,0.2392
672.88,555.0,12.6,0.8748,0.2359
672.88,560.0,15.14,0.8748,0.2327
672.88,565.0,15.27,0.8748,0.2296
672.88,570.0,14.7,0.8748,0.2265
672.88,575.0,18.34,0.8748,0.2233
672.88,580.0,19.78,0.8748,0.2202
672.88,585.0,16.55,0.8748,0.217
672.88,590.0,20.16,0.8748,0.2138
672.88,594.0,18.31,0.8748,0.2114
672.88,595.0,18.91,0.8748,0.2107
672.88,596.0,18.2,0.8748,0.2099
672.88,597.0,20.37,0.8748,0.2092
672.88,598.0,21.2,0.8748,0.2087
672.88,599.0,22.84,0.8748,0.208
672.88,600.0,22.11,0.8748,0.2073
672.88,601.0,23.1,0.8748,0.2067
672.88,602.0,21.38,0.8748,0.2063
672.88,603.0,20.66,0.8748,0.2054
672.88,604.0,21.5,0.8748,0.2048
672.88,605.0,22.47,0.8748,0.2041
672.88,606.0,20.35,0.8748,0.2035
672.88,607.0,18.99,0.8748,0.2029
672.88,608.0,19.31,0.8748,0.2021
672.88,609.0,23.48,0.8748,0.2015
672.88,610.0,23.5,0.8748,0.2009
672.88,611.0,21.02,0.8748,0.2002
672.88,612.0,21.2,0.8748,0.1995
672.88,613.0,23.15,0.8748,0.1983
672.88,615.0,23.21,0.8748,0.1975
672.88,618.0,22.88,0.8748,0.1957
672.88,619.0,24.85,0.8748,0.1949
672.88,620.0,25.65,0.8748,0.1942
672.88,621.0,22.68,0.8748,0.1936
672.88,623.0,23.29,0.8748,0.1922
672.88,624.0,23.29,0.8748,0.1915
672.88,625.0,25.74,0.8748,0.1909
672.88,626.0,29.37,0.8748,0.19
672.88,628.0,24.31,0.8748,0.1889
672.88,629.0,28.4,0.8748,0.1881
672.88,630.0,28.67,0.8748,0.1874
672.88,631.0,27.35,0.8748,0.1868
672.88,632.0,26.61,0.8748,0.1855
672.88,633.0,27.62,0.8748,0.1856
672.88,634.0,28.52,0.8748,0.1847
672.88,635.0,28.78,0.8748,0.184
672.88,636.0,27.46,0.8748,0.1833
672.88,638.0,28.12,0.8748,0.1819
672.88,640.0,31.82,0.8748,0.1805
672.88,641.0,27.24,0.8748,0.1801
672.88,642.0,32.46,0.8748,0.1791
672.88,643.0,25.96,0.8748,0.1785
672.88,644.0,27.44,0.8748,0.1777
672.88,645.0,27.41,0.8748,0.1772
672.88,647.0,30.69,0.8748,0.1756
672.88,648.0,30.96,0.8748,0.1743
672.88,649.0,28.75,0.8748,0.1743
672.88,650.0,34.3,0.8748,0.1735
672.88,651.0,36.24,0.8748,0.1729
672.88,652.0,36.57,0.8748,0.1723
672.88,654.0,33.36,0.8748,0.1526
672.88,655.0,36.56,0.8748,0.1699
672.88,656.0,36.42,0.8748,0.1693
672.88,657.0,30.76,0.8748,0.1686
672.88,658.0,31.52,0.8748,0.1678
672.88,659.0,31.46,0.8748,0.1672
672.88,660.0,37.72,0.8748,0.1665
672.88,661.0,38.88,0.8748,0.1658
672.88,662.0,35.1,0.8748,0.1648
672.88,663.0,33.26,0.8748,0.1642
672.88,664.0,34.36,0.8748,0.1637
672.88,665.0,35.33,0.8748,0.1629
672.88,666.0,39.45,0.8748,0.1622
672.88,667.0,38.18,0.8748,0.1613
672.88,668.0,39.75,0.8748,0.1606
672.88,669.0,38.88,0.8748,0.1598
672.88,670.0,41.53,0.8748,0.1592
672.88,671.0,37.71,0.8748,0.1585
672.88,672.0,37.52,0.8748,0.1578
672.88,673.0,42.95,0.8748,0.157
672.88,674.0,41.3,0.8748,0.1564
672.88,675.0,42.95,0.8748,0.1556
672.88,676.0,36.39,0.8748,0.1549
672.88,677.0,36.49,0.8748,0.1539
672.88,678.0,43.44,0.8748,0.1535
672.88,679.0,38.22,0.8748,0.1526
672.88,680.0,40.75,0.8748,0.152
672.88,681.0,37.83,0.8748,0.1512
672.88,682.0,37.81,0.8748,0.1503
672.88,683.0,43.58,0.8748,0.1498
672.88,684.0,38.88,0.8748,0.1492
672.88,685.0,44.15,0.8748,0.1483
672.88,686.0,41.7,0.8748,0.1477
672.88,687.0,47.6,0.8748,0.1471
672.88,688.0,40.25,0.8748,0.146
672.88,689.0,38.3,0.8748,0.1454
672.88,690.0,42.71,0.8748,0.1446
672.88,691.0,44.75,0.8748,0.1436
672.88,695.0,43.0,0.8748,0.1409
672.88,700.0,51.2,0.8748,0.1373
672.88,705.0,46.5,0.8748,0.134
672.88,710.0,58.33,0.8748,0.1304
672.88,715.0,57.97,0.8748,0.133
672.88,720.0,51.82,0.8748,0.1236
672.88,725.0,63.4,0.8748,0.1195
672.88,730.0,72.62,0.8748,0.1165
672.88,740.0,66.0,0.8748,0.1092
672.88,750.0,68.11,0.8748,0.1037
672.88,755.0,73.06,0.8748,0.1009
672.88,760.0,82.0,0.8748,0.0978
672.88,765.0,97.25,0.8748,0.1058
672.88,780.0,110.02,0.8748,0.1182
672.88,785.0,121.87,0.8748,0.122
672.88,800.0,115.95,0.8748,0.1252
672.88,525.0,13.74,1.0913,0.2461
672.88,530.0,14.21,1.0913,0.243
672.88,535.0,15.04,1.0913,0.2401
672.88,540.0,15.48,1.0913,0.2372
672.88,545.0,15.2,1.0913,0.2345
672.88,550.0,17.36,1.0913,0.2314
672.88,555.0,18.12,1.0913,0.2287
672.88,560.0,19.27,1.0913,0.2259
672.88,565.0,19.03,1.0913,0.223
672.88,570.0,20.6,1.0913,0.2202
672.88,575.0,20.62,1.0913,0.2172
672.88,580.0,22.1,1.0913,0.2145
672.88,585.0,23.25,1.0913,0.2114
672.88,590.0,24.1,1.0913,0.2086
672.88,595.0,24.95,1.0913,0.2057
672.88,600.0,24.8,1.0913,0.2027
672.88,605.0,27.15,1.0913,0.1997
672.88,610.0,28.15,1.0913,0.1967
672.88,615.0,30.02,1.0913,0.1937
672.88,620.0,30.38,1.0913,0.1907
672.88,625.0,31.85,1.0913,0.1876
672.88,630.0,32.83,1.0913,0.1845
672.88,635.0,35.11,1.0913,0.1813
672.88,640.0,34.2,1.0913,0.1782
672.88,645.0,36.21,1.0913,0.1749
672.88,650.0,37.64,1.0913,0.172
672.88,655.0,40.93,1.0913,0.1687
672.88,660.0,41.53,1.0913,0.1655
672.88,665.0,41.84,1.0913,0.1622
672.88,670.0,43.55,1.0913,0.1591
672.88,675.0,45.11,1.0913,0.1557
672.88,680.0,48.57,1.0913,0.1523
672.88,685.0,50.04,1.0913,0.149
672.88,690.0,54.76,1.0913,0.1457
672.88,695.0,49.02,1.0913,0.1423
672.88,700.0,58.39,1.0913,0.139
672.88,705.0,51.75,1.0913,0.1356
672.88,710.0,63.34,1.0913,0.132
672.88,715.0,63.38,1.0913,0.1295
672.88,720.0,66.02,1.0913,0.1262
672.88,725.0,70.43,1.0913,0.1225
672.88,730.0,69.52,1.0913,0.119
672.88,735.0,69.47,1.0913,0.1157
672.88,740.0,74.46,1.0913,0.1123
672.88,745.0,75.15,1.0913,0.109
672.88,750.0,76.42,1.0913,0.1063
672.88,755.0,76.04,1.0913,0.1023
672.88,760.0,77.94,1.0913,0.0994
672.88,765.0,86.26,1.0913,0.0975
672.88,770.0,92.26,1.0913,0.0948
672.88,775.0,256.98,1.0913,0.6242
672.88,780.0,103.64,1.0913,0.1001
672.88,785.0,103.18,1.0913,0.1049
672.88,800.0,115.5,1.0913,0.1104
672.88,805.0,133.17,1.0913,0.1152
672.88,810.0,138.18,1.0913,0.1183
672.88,820.0,226.06,1.0913,0.4563
672.88,525.0,13.01,1.168,0.2429
672.88,530.0,13.56,1.168,0.24
672.88,535.0,15.75,1.168,0.2373
672.88,540.0,15.93,1.168,0.2345
672.88,545.0,15.29,1.168,0.2317
672.88,550.0,18.4,1.168,0.2289
672.88,555.0,17.1,1.168,0.226
672.88,560.0,19.08,1.168,0.2233
672.88,565.0,20.1,1.168,0.2204
672.88,570.0,21.4,1.168,0.2178
672.88,575.0,21.79,1.168,0.215
672.88,580.0,22.05,1.168,0.2122
672.88,585.0,21.2,1.168,0.2094
672.88,590.0,22.45,1.168,0.2066
672.88,595.0,24.68,1.168,0.2038
672.88,600.0,26.47,1.168,0.2009
672.88,605.0,24.51,1.168,0.1981
672.88,610.0,25.69,1.168,0.1951
672.88,615.0,29.88,1.168,0.1924
672.88,620.0,31.76,1.168,0.1893
672.88,625.0,32.5,1.168,0.1864
672.88,630.0,34.13,1.168,0.1832
672.88,635.0,35.62,1.168,0.1804
672.88,640.0,35.97,1.168,0.1772
672.88,645.0,36.81,1.168,0.1741
672.88,650.0,40.0,1.168,0.1711
672.88,655.0,36.35,1.168,0.1681
672.88,660.0,44.86,1.168,0.165
672.88,665.0,43.2,1.168,0.1619
672.88,670.0,46.12,1.168,0.1588
672.88,675.0,48.5,1.168,0.1555
672.88,680.0,48.49,1.168,0.1523
672.88,685.0,45.49,1.168,0.1492
672.88,690.0,53.12,1.168,0.1459
672.88,695.0,48.45,1.168,0.1427
672.88,700.0,59.01,1.168,0.1395
672.88,705.0,63.49,1.168,0.136
672.88,710.0,55.2,1.168,0.1329
672.88,715.0,57.44,1.168,0.1298
672.88,720.0,66.29,1.168,0.1267
672.88,725.0,68.99,1.168,0.123
672.88,730.0,70.88,1.168,0.1201
672.88,735.0,77.91,1.168,0.1165
672.88,740.0,73.41,1.168,0.1136
672.88,745.0,73.24,1.168,0.1101
672.88,750.0,85.86,1.168,0.1075
672.88,755.0,89.57,1.168,0.1043
672.88,760.0,86.69,1.168,0.1009
672.88,765.0,88.55,1.168,0.0981
672.88,770.0,90.23,1.168,0.0951
672.88,780.0,107.63,1.168,0.1023
672.88,785.0,104.2,1.168,0.1021
672.88,790.0,119.19,1.168,0.1088
672.88,795.0,152.27,1.168,0.17
672.88,800.0,113.98,1.168,0.1084
672.88,530.0,15.67,1.3406,0.2345
672.88,535.0,15.99,1.3406,0.232
672.88,540.0,18.55,1.3406,0.2292
672.88,545.0,17.35,1.3406,0.2268
672.88,550.0,18.15,1.3406,0.2241
672.88,555.0,18.82,1.3406,0.2215
672.88,560.0,21.52,1.3406,0.219
672.88,565.0,20.15,1.3406,0.2164
672.88,570.0,20.75,1.3406,0.2136
672.88,575.0,22.11,1.3406,0.211
672.88,580.0,23.18,1.3406,0.2084
672.88,590.0,24.49,1.3406,0.203
672.88,600.0,29.24,1.3406,0.1977
672.88,605.0,30.29,1.3406,0.1949
672.88,610.0,29.5,1.3406,0.1922
672.88,615.0,29.38,1.3406,0.1895
672.88,620.0,34.42,1.3406,0.1867
672.88,625.0,33.98,1.3406,0.1839
672.88,630.0,33.21,1.3406,0.1811
672.88,635.0,36.0,1.3406,0.1782
672.88,640.0,40.49,1.3406,0.1753
672.88,645.0,38.63,1.3406,0.1725
672.88,650.0,42.57,1.3406,0.1695
672.88,655.0,39.79,1.3406,0.1667
672.88,660.0,39.55,1.3406,0.1636
672.88,665.0,45.61,1.3406,0.1608
672.88,670.0,44.26,1.3406,0.1578
672.88,675.0,49.67,1.3406,0.1549
672.88,680.0,52.82,1.3406,0.1518
672.88,685.0,48.35,1.3406,0.1488
672.88,690.0,47.39,1.3406,0.1458
672.88,695.0,60.88,1.3406,0.1427
672.88,700.0,54.63,1.3406,0.1396
672.88,710.0,59.97,1.3406,0.1336
672.88,715.0,59.69,1.3406,0.1303
672.88,730.0,66.69,1.3406,0.1213
672.88,740.0,69.69,1.3406,0.1156
672.88,760.0,94.78,1.3406,0.104
672.88,765.0,90.29,1.3406,0.1012
672.88,770.0,92.8,1.3406,0.0985
672.88,780.0,97.47,1.3406,0.0935
672.88,790.0,103.68,1.3406,0.1023
672.88,800.0,112.88,1.3406,0.0998
672.88,810.0,122.99,1.3406,0.1096
672.88,820.0,132.87,1.3406,0.115
672.88,535.0,19.72,1.5872,0.2257
672.88,540.0,22.29,1.5872,0.2231
672.88,545.0,20.05,1.5872,0.2207
672.88,550.0,23.23,1.5872,0.2182
672.88,555.0,21.42,1.5872,0.2158
672.88,560.0,24.0,1.5872,0.2133
672.88,570.0,27.53,1.5872,0.2084
672.88,575.0,24.72,1.5872,0.2061
672.88,580.0,25.57,1.5872,0.2034
672.88,590.0,28.14,1.5872,0.1985
672.88,595.0,32.06,1.5872,0.1961
672.88,600.0,29.65,1.5872,0.1935
672.88,605.0,31.15,1.5872,0.1909
672.88,610.0,33.99,1.5872,0.1884
672.88,615.0,38.06,1.5872,0.1859
672.88,620.0,34.2,1.5872,0.1834
672.88,625.0,35.55,1.5872,0.1807
672.88,630.0,39.02,1.5872,0.178
672.88,640.0,37.68,1.5872,0.1729
672.88,645.0,40.68,1.5872,0.1702
672.88,650.0,44.54,1.5872,0.1675
672.88,655.0,43.7,1.5872,0.1648
672.88,660.0,49.38,1.5872,0.1622
672.88,665.0,50.85,1.5872,0.1593
672.88,670.0,53.26,1.5872,0.1566
672.88,675.0,54.7,1.5872,0.1538
672.88,680.0,52.5,1.5872,0.1511
672.88,685.0,52.45,1.5872,0.1483
672.88,690.0,55.01,1.5872,0.1454
672.88,695.0,58.98,1.5872,0.1427
672.88,700.0,61.01,1.5872,0.1399
672.88,705.0,59.82,1.5872,0.137
672.88,710.0,61.91,1.5872,0.134
672.88,715.0,63.98,1.5872,0.1311
672.88,725.0,72.7,1.5872,0.1251
672.88,730.0,75.33,1.5872,0.122
672.88,735.0,78.03,1.5872,0.1202
672.88,740.0,77.07,1.5872,0.1173
672.88,745.0,79.88,1.5872,0.1146
672.88,750.0,79.31,1.5872,0.1117
672.88,760.0,86.69,1.5872,0.1064
672.88,525.0,24.03,2.0885,0.2211
672.88,530.0,23.12,2.0885,0.219
672.88,535.0,25.39,2.0885,0.2168
672.88,540.0,26.15,2.0885,0.2146
672.88,545.0,26.67,2.0885,0.2124
672.88,550.0,27.84,2.0885,0.2102
672.88,555.0,26.76,2.0885,0.2081
672.88,560.0,30.13,2.0885,0.2058
672.88,565.0,31.11,2.0885,0.2036
672.88,570.0,31.83,2.0885,0.2014
672.88,575.0,30.6,2.0885,0.1992
672.88,580.0,31.61,2.0885,0.197
672.88,585.0,32.88,2.0885,0.1947
672.88,590.0,37.16,2.0885,0.1925
672.88,595.0,38.7,2.0885,0.1902
672.88,600.0,40.15,2.0885,0.188
672.88,605.0,37.72,2.0885,0.1856
672.88,610.0,41.33,2.0885,0.1833
672.88,615.0,42.23,2.0885,0.1811
672.88,620.0,42.53,2.0885,0.1788
672.88,625.0,41.43,2.0885,0.1764
672.88,630.0,48.5,2.0885,0.1741
672.88,635.0,44.32,2.0885,0.1718
672.88,640.0,47.82,2.0885,0.1694
672.88,645.0,49.2,2.0885,0.167
672.88,650.0,52.8,2.0885,0.1647
672.88,655.0,53.82,2.0885,0.1621
672.88,660.0,55.73,2.0885,0.1595
672.88,665.0,56.15,2.0885,0.1572
672.88,670.0,59.74,2.0885,0.1548
672.88,675.0,59.97,2.0885,0.1522
672.88,680.0,62.36,2.0885,0.1497
672.88,685.0,63.63,2.0885,0.1472
672.88,690.0,67.5,2.0885,0.1446
672.88,695.0,60.98,2.0885,0.1421
672.88,700.0,71.15,2.0885,0.1395
672.88,705.0,65.17,2.0885,0.1369
672.88,710.0,72.5,2.0885,0.1343
672.88,715.0,70.63,2.0885,0.1315
672.88,720.0,72.7,2.0885,0.1291
672.88,725.0,76.63,2.0885,0.1261
672.88,730.0,78.37,2.0885,0.1235
672.88,735.0,80.42,2.0885,0.1205
672.88,740.0,82.6,2.0885,0.1177
672.88,745.0,84.69,2.0885,0.1149
672.88,750.0,88.25,2.0885,0.112
672.88,755.0,88.5,2.0885,0.1156
672.88,760.0,90.43,2.0885,0.1133
672.88,765.0,96.17,2.0885,0.11
672.88,770.0,104.39,2.0885,0.1074
672.88,775.0,104.0,2.0885,0.1046
672.88,780.0,103.23,2.0885,0.1027
672.88,785.0,114.01,2.0885,0.0993
672.88,790.0,116.77,2.0885,0.0972
672.88,795.0,149.0,2.0885,0.1275
672.88,800.0,123.02,2.0885,0.0945
672.88,805.0,142.6,2.0885,0.092
672.88,810.0,127.1,2.0885,0.0915
672.88,820.0,224.84,2.0885,0.3305
672.88,525.0,24.05,2.1844,0.2198
672.88,530.0,26.18,2.1844,0.2176
672.88,535.0,23.3,2.1844,0.2155
672.88,540.0,25.46,2.1844,0.2134
672.88,545.0,26.01,2.1844,0.2112
672.88,550.0,28.89,2.1844,0.2091
672.88,555.0,29.49,2.1844,0.2069
672.88,560.0,31.82,2.1844,0.2047
672.88,565.0,32.5,2.1844,0.2026
672.88,570.0,33.86,2.1844,0.2004
672.88,575.0,33.52,2.1844,0.1981
672.88,580.0,32.45,2.1844,0.1961
672.88,585.0,35.62,2.1844,0.1938
672.88,590.0,36.3,2.1844,0.1917
672.88,595.0,37.08,2.1844,0.1895
672.88,600.0,39.62,2.1844,0.1873
672.88,605.0,41.79,2.1844,0.185
672.88,610.0,39.61,2.1844,0.1828
672.88,615.0,44.25,2.1844,0.1804
672.88,620.0,43.02,2.1844,0.1782
672.88,625.0,44.6,2.1844,0.176
672.88,630.0,46.82,2.1844,0.1737
672.88,635.0,45.88,2.1844,0.1713
672.88,640.0,51.45,2.1844,0.169
672.88,645.0,48.3,2.1844,0.1667
672.88,650.0,54.7,2.1844,0.1643
672.88,655.0,54.63,2.1844,0.1618
672.88,660.0,56.66,2.1844,0.1595
672.88,665.0,58.2,2.1844,0.1569
672.88,670.0,60.99,2.1844,0.1546
672.88,675.0,62.83,2.1844,0.1521
672.88,680.0,62.49,2.1844,0.1495
672.88,685.0,64.65,2.1844,0.1472
672.88,690.0,66.52,2.1844,0.1447
672.88,695.0,69.39,2.1844,0.1422
672.88,700.0,68.85,2.1844,0.1396
672.88,705.0,72.47,2.1844,0.1371
672.88,710.0,69.55,2.1844,0.1345
672.88,715.0,72.22,2.1844,0.132
672.88,720.0,70.77,2.1844,0.1294
672.88,725.0,78.41,2.1844,0.1266
672.88,730.0,80.49,2.1844,0.124
672.88,735.0,80.77,2.1844,0.1212
672.88,740.0,95.13,2.1844,0.1184
672.88,745.0,85.85,2.1844,0.1157
672.88,750.0,88.4,2.1844,0.1128
672.88,755.0,91.17,2.1844,0.1098
672.88,760.0,93.86,2.1844,0.1136
672.88,765.0,98.1,2.1844,0.1108
672.88,770.0,99.68,2.1844,0.1086
672.88,775.0,99.46,2.1844,0.1059
672.88,780.0,118.48,2.1844,0.1034
672.88,785.0,117.14,2.1844,0.101
672.88,790.0,113.98,2.1844,0.0977
672.88,800.0,133.47,2.1844,0.0944
672.88,805.0,142.86,2.1844,0.093
672.88,810.0,130.7,2.1844,0.0921
672.88,815.0,152.07,2.1844,0.0917
672.88,820.0,139.51,2.1844,0.0921
